Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,124699,-,-,-,37.97,-122.54,-8,60,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2017,1,1,0,30,7,0,0,0,0.1,1000,7,278,2.8000000000000003,,,,,,
2017,1,1,1,30,7,0,0,0,0.1,1000,7,280,2.7,,,,,,
2017,1,1,2,30,7,0,0,0,0.1,1000,7,280,3,,,,,,
2017,1,1,3,30,6,0,0,0,0.1,1000,6,281,3.1,,,,,,
2017,1,1,4,30,6,0,0,0,0.1,1000,6,286,3,,,,,,
2017,1,1,5,30,6,0,0,0,0.1,1000,6,288,3,,,,,,
2017,1,1,6,30,4,0,0,0,0.1,1000,6,290,2.9000000000000004,,,,,,
2017,1,1,7,30,4,0,0,0,0.1,1000,6,291,2.9000000000000004,,,,,,
2017,1,1,8,30,6,45,553,137,0.1,1000,7,293,3.3000000000000003,,,,,,
2017,1,1,9,30,5,62,768,299,0.1,1000,8,297,3.6,,,,,,
2017,1,1,10,30,4,75,842,423,0.1,1000,9,297,3.9000000000000004,,,,,,
2017,1,1,11,30,3,79,884,497,0.1,1000,10,294,4.1000000000000005,,,,,,
2017,1,1,12,30,3,77,893,511,0.1,1000,10,295,4.3,,,,,,
2017,1,1,13,30,2,81,843,458,0.1,1000,10,295,4.4,,,,,,
2017,1,1,14,30,3,72,781,355,0.1,1000,9,293,4.3,,,,,,
2017,1,1,15,30,3,57,642,210,0.1,1000,8,290,3.8000000000000003,,,,,,
2017,1,1,16,30,4,30,280,52,0.1,1000,7,286,3,,,,,,
2017,1,1,17,30,4,0,0,0,0.1,1000,6,284,2.7,,,,,,
2017,1,1,18,30,4,0,0,0,0.1,1000,6,284,2.5,,,,,,
2017,1,1,19,30,4,0,0,0,0.1,1000,5,282,2.5,,,,,,
2017,1,1,20,30,4,0,0,0,0.1,1000,5,280,2.4000000000000004,,,,,,
2017,1,1,21,30,4,0,0,0,0.1,1000,5,278,2.3000000000000003,,,,,,
2017,1,1,22,30,4,0,0,0,0.1,1000,5,275,2.3000000000000003,,,,,,
